link	lastmodified	current	creator	dcc_id	drcapproved	dccapproved	deleted	created
https://github.com/nih-cfde/LINCS-metadata/blob/ain/scripts/process_mcf10a_c2m2.py	2024-02-21 22:08:41.275	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-21 22:08:41.275
https://entity.api.hubmapconsortium.org	2024-04-26 16:55:07.893	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	False	False	2024-04-26 16:55:07.893
https://maayanlab.cloud/sigcom-lincs/#/MetadataSearch/Signatures?query={"search":["Imatinib"]}	2024-02-23 00:39:11.429	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:39:11.429
https://maayanlab.cloud/sigcom-lincs/#/MetadataSearch/Genes?query={"skip":0,"limit":10,"search":["ACE2"]}	2024-02-23 00:35:25.077	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:35:25.077
https://maayanlab.cloud/sigcom-lincs/#/MetadataSearch/Signatures?query={"search":["<DRUG_NAME>"]}	2024-02-21 22:13:41.936	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-21 22:13:41.936
https://maayanlab.cloud/sigcom-lincs/#/MetadataSearch/Genes?query={"skip":0,"limit":10,"search":["<GENE_NAME>"]}	2024-02-21 20:54:33.202	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-21 20:54:33.202
https://cfde-drc.s3.amazonaws.com/Bridge2AI/KG Assertions/2024-03-01/dictionary_NAR_databases_deduplicate.csv	2024-03-01 05:26:07.582	False		75b3be39-a021-5d80-b7e2-2a7938a1e11a	False	False	True	2024-03-01 05:26:07.582
https://cfde-drc.s3.amazonaws.com/LINCS/Attribute Table/2024-03-29/LINCS_L1000_CRISPR_KO_Perturbation_Consensus_CD_Sigs.h5	2024-03-29 18:02:52.044	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-03-29 18:02:52.044
https://cfde-drc.s3.amazonaws.com/Bridge2AI/KG Assertions/2024-03-01/Papers.csv	2024-03-01 05:36:02.019	False		75b3be39-a021-5d80-b7e2-2a7938a1e11a	False	True	True	2024-03-01 05:36:02.019
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2022-01-07/4DN_C2M2_2022-01-07_datapackage.zip	2022-01-07 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2022-01-07 00:00:00.000
https://playbook-workflow-builder.cloud/components/LINCSL1000ReverseSearchDashboard	2024-02-26 23:06:30.407	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-02-26 23:06:30.407
https://cfde-drc.s3.amazonaws.com/LINCS/Attribute Table/2024-03-28/LINCS_L1000_Chemical_Perturbation_Consensus_CD_Sigs.h5	2024-03-28 20:39:23.396	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-03-28 20:39:23.396
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-11/LINCS_XMT_2022-12-13_LINCS_L1000_Chemical_Pertubation_Consensus_Signatures.gmt	2024-04-11 21:19:38.478	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-11 21:19:38.478
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-23/testfile.gmt	2024-04-23 17:52:11.176	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-23 17:52:11.176
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2024-04-26/2024-01-04T11_45_25.136063-a7bb912c-ab20-11ee-9ed4-02402ff490c1.zip	2024-04-26 16:42:12.982	True		803ad44d-e7a2-550a-95c6-57855bf06be8	False	False	True	2024-04-26 16:42:12.982
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2024-04-02/LINCS_C2M2_2023-09-18_datapackage.zip	2024-04-02 22:04:56.506	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-04-02 22:04:56.506
https://cfde-drc.s3.amazonaws.com/MoTrPAC/XMT/2024-03-05/MoTrPAC_Endurance_Trained_Rats_2023.gmt	2024-03-05 21:37:22.732	True		a9aeab22-4fbc-5329-aef6-21110f463c23	True	True	False	2024-03-05 21:37:22.732
https://cfde-drc.s3.amazonaws.com/4DN/KG Assertions/2024-04-29/4DN.zip	2024-04-29 19:56:24.174	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	False	True	2024-04-29 19:56:24.174
https://cfde-drc.s3.amazonaws.com/SPARC/KG Assertions/2024-04-29/SPARC.zip	2024-04-29 20:08:29.598	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	False	True	2024-04-29 20:08:29.598
https://cfde-drc.s3.amazonaws.com/GTEx/KG Assertions/2024-04-29/GTEx.zip	2024-04-29 19:54:21.043	False		b3028db2-209c-5862-8f4d-33c5b312332e	True	False	True	2024-04-29 19:54:21.043
https://cfde-drc.s3.amazonaws.com/HuBMAP/C2M2/2024-04-26/hubmap-test-submission.zip	2024-04-26 16:49:36.953	False		803ad44d-e7a2-550a-95c6-57855bf06be8	False	False	False	2024-04-26 16:49:36.953
https://cfde-drc.s3.amazonaws.com/HMP/C2M2/2022-06-20/HMP_C2M2_2022-06-20_datapackage.zip	2022-06-20 00:00:00.000	True		cbfd44b8-684d-56b9-bfd4-45c0e259f896	True	True	False	2022-06-20 00:00:00.000
https://github.com/nih-cfde/LINCS-metadata/blob/main/scripts/build_file_lincs2021.py	2021-06-23 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-06-23 00:00:00.000
https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/gctx/cd-coefficient/cp_coeff_mat.gctx	2021-06-23 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-06-23 00:00:00.000
https://maayanlab.cloud/drugmonizome/#/TermSearch/Small%20molecules?query={"limit":10,"search":["Imatinib"]}	2024-02-23 00:50:45.806	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:50:45.806
https://maayanlab.cloud/drugmonizome/#/TermSearch/Small%20molecules?query={"limit":10,"search":["<DRUG_NAME>"]}	2024-02-23 00:50:20.920	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:50:20.920
https://maayanlab.cloud/Harmonizome/gene/ACE2	2024-02-23 00:49:47.002	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:49:47.002
https://maayanlab.cloud/Harmonizome/gene/<GENE_NAME>	2024-02-23 00:49:23.806	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:49:23.806
http://lincsportal.ccs.miami.edu/signatures/perturbations/16646	2024-02-23 00:48:37.837	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:48:37.837
http://lincsportal.ccs.miami.edu/signatures/perturbations/<PERT_ID>	2024-02-23 00:47:48.565	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-23 00:47:48.565
https://github.com/nih-cfde/LINCS-metadata/blob/main/scripts/process_mcf10a_c2m2.py	2022-05-22 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-05-22 00:00:00.000
https://smart-api.info/ui/fdb3ecfcf5006a142d3f5522930324f1	2022-05-22 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2022-05-22 00:00:00.000
https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/gctx/cd-coefficient/xpr_coeff_mat.gctx	2021-06-23 00:00:00.000	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2021-06-23 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-02/LINCS_XMT_2022-12-13_LINCS_L1000_CRISPR_KO_Consensus_Sigs.gmt	2024-04-02 22:18:23.640	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-04-02 22:18:23.640
https://cfde-drc.s3.amazonaws.com/LINCS/KG Assertions/2024-04-02/LINCS_KG_2023-10-26_LINCS.edges(1).csv	2024-04-02 22:08:10.713	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-04-02 22:08:10.713
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2023-09-08/4DN_C2M2_2023-09-08_datapackage.zip	2023-09-08 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2023-09-08 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ExRNA/KG Assertions/2024-05-08/ERCC.zip	2024-05-08 15:37:18.848	True		f65babf7-2875-5725-9635-210d654533f1	True	False	False	2024-05-08 15:37:18.848
https://cfde-drc.s3.amazonaws.com/GTEx/KG Assertions/2024-05-08/GTEx.zip	2024-05-08 15:40:12.832	True		b3028db2-209c-5862-8f4d-33c5b312332e	True	False	False	2024-05-08 15:40:12.832
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2023-02-27/4DN_C2M2_2023-02-27_datapackage.zip	2023-02-27 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2023-02-27 00:00:00.000
https://cfde-drc.s3.amazonaws.com/4DN/C2M2/2023-06-04/4DN_C2M2_2023-06-04_datapackage.zip	2023-06-04 00:00:00.000	False		d6bb00c3-7224-5001-b9c5-9838622fba40	True	True	False	2023-06-04 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2021-03-18/ERCC_C2M2_2021-03-18_datapackage.zip	2021-03-18 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2021-03-18 00:00:00.000
https://cfde-drc.s3.amazonaws.com/KidsFirst/KG Assertions/2024-05-08/KF.zip	2024-05-08 15:43:06.159	True		65af85ae-82d5-5b81-bc66-6bddaa6420ce	True	False	False	2024-05-08 15:43:06.159
https://cfde-drc.s3.amazonaws.com/GlyGen/KG Assertions/2024-04-29/GlyGen.zip	2024-04-29 20:01:52.578	False		e31052b0-ac50-5ede-9828-698ff3610427	True	False	True	2024-04-29 20:01:52.578
https://cfde-drc.s3.amazonaws.com/ExRNA/KG Assertions/2024-04-29/ERCC.zip	2024-04-29 20:00:54.153	False		f65babf7-2875-5725-9635-210d654533f1	True	False	True	2024-04-29 20:00:54.153
https://cfde-drc.s3.amazonaws.com/SPARC/C2M2/2024-01-03/SPARC_C2M2_2024-01-03_datapackage.zip	2024-01-03 00:00:00.000	False		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	True	2024-01-03 00:00:00.000
https://playbook-workflow-builder.cloud/components/MyVariantInfo	2023-10-19 00:00:00.000	True		f65babf7-2875-5725-9635-210d654533f1	True	False	False	2023-10-19 00:00:00.000
https://playbook-workflow-builder.cloud/components/RegulatoryElementInfo	2023-10-19 00:00:00.000	True		f65babf7-2875-5725-9635-210d654533f1	True	False	False	2023-10-19 00:00:00.000
https://playbook-workflow-builder.cloud/components/VariantInfo	2023-10-19 00:00:00.000	True		f65babf7-2875-5725-9635-210d654533f1	True	False	False	2023-10-19 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2021-06-11/ERCC_C2M2_2021-06-11_datapackage.zip	2021-06-11 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2021-06-11 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2021-08-19/ERCC_C2M2_2021-08-19_datapackage.zip	2021-08-19 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2021-08-19 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2022-01-21/ERCC_C2M2_2022-01-21_datapackage.zip	2022-01-21 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2022-01-21 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2022-04-16/ERCC_C2M2_2022-04-16_datapackage.zip	2022-04-16 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2022-04-16 00:00:00.000
https://cfde-drc.s3.amazonaws.com/ERCC/C2M2/2023-03-23/ERCC_C2M2_2023-03-23_datapackage.zip	2023-03-23 00:00:00.000	False		f65babf7-2875-5725-9635-210d654533f1	True	True	False	2023-03-23 00:00:00.000
https://cfde-drc.s3.amazonaws.com/IDG/KG Assertions/2024-05-08/IDG.zip	2024-05-08 15:41:52.312	True		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	True	False	2024-05-08 15:41:52.312
https://cfde-drc.s3.amazonaws.com/HuBMAP/KG Assertions/2024-04-29/HuBMAP.zip	2024-04-29 20:03:27.284	False		803ad44d-e7a2-550a-95c6-57855bf06be8	True	False	True	2024-04-29 20:03:27.284
https://cfde-drc.s3.amazonaws.com/MoTrPAC/KG Assertions/2024-05-08/MoTrPAC.zip	2024-05-08 15:45:21.225	True		a9aeab22-4fbc-5329-aef6-21110f463c23	True	True	False	2024-05-08 15:45:21.225
https://cfde-drc.s3.amazonaws.com/HuBMAP/KG Assertions/2024-05-08/HuBMAP.zip	2024-05-08 15:41:23.674	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	False	False	2024-05-08 15:41:23.674
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2022-06-24/GlyGen_C2M2_2022-06-24_datapackage.zip	2022-06-24 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2022-06-24 00:00:00.000
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-04-02/LINCS_XMT_2022-12-13_LINCS_L1000_Chem_Pert_Consensus_Sigs.gmt	2024-04-02 22:32:21.350	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-04-02 22:32:21.350
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-01-24/LINCS_XMT_2022-12-13_LINCS_L1000_Chem_Pert_Consensus_Sigs.gmt	2024-01-24 16:57:15.195	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://playbook-workflow-builder.cloud/components/SigComLINCSSignatureResults	2024-02-07 19:59:08.594	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-02-07 19:59:08.594
https://playbook-workflow-builder.cloud/components/SigComLINCSGeneSetResults	2024-02-07 19:58:11.678	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-02-07 19:58:11.678
https://cfde-drc.s3.amazonaws.com/Metabolomics/KG Assertions/2024-05-08/MW.zip	2024-05-08 15:46:00.637	True		089d8d63-3364-526f-9706-80d62d0ec88c	True	False	False	2024-05-08 15:46:00.637
https://cfde-drc.s3.amazonaws.com/IDG/KG Assertions/2024-04-29/IDG.zip	2024-04-29 20:04:46.887	False		a1289ebb-0306-59a1-b0fc-e4d03a4790d7	True	False	True	2024-04-29 20:04:46.887
https://cfde-drc.s3.amazonaws.com/LINCS/KG Assertions/2024-05-08/LINCS.zip	2024-05-08 15:44:35.620	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	True	False	2024-05-08 15:44:35.620
https://sparc.science/tools-and-resources/tools	2024-06-15 22:53:26.888	True		2399794e-74c6-5735-a039-0782cdeeb1e2	True	True	False	2024-06-15 22:53:26.888
https://entity.api.hubmapconsortium.org/	2024-06-10 19:04:01.444	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-10 19:04:01.444
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2022-09-15/GlyGen_C2M2_2022-09-15_datapackage.zip	2022-09-15 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2022-09-15 00:00:00.000
https://smart-api.info/api/metadata/75cfc060ea7bec431a356c00c4a67c74?raw=1	2024-01-17 16:36:05.739	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://smart-api.info/01	2024-01-17 16:41:06.156	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://smart-api.info/	2024-01-17 16:41:06.112	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	True	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/XMT/2024-01-17/LINCS_L1000_Chem_Pert_Consensus_Sigs.gmt	2024-01-17 16:30:37.027	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/XMT/2024-01-17/LINCS_L1000_CRISPR_KO_Consensus_Sigs.gmt	2024-01-17 16:30:33.642	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/C2M2/2024-01-16/checking_rummagene_cell_types.zip	2024-01-16 21:38:50.104	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/Attribute Table/2024-01-16/Azimuth_augmented.txt	2024-01-16 21:33:45.729	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/XMT/2024-01-16/test.gmt	2024-01-16 20:18:28.257	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-05 21:52:51.480
https://maayanlab.cloud/Enrichr/help#api	2024-01-24 16:06:05.537	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/LINCS/XMT/2023-12-11/testfile.gmt	2023-12-11 19:56:42.750	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://cfde-drc.s3.amazonaws.com/LINCS/XMT/2024-01-24/LINCS_L1000_Chem_Pert_Consensus_Sigs.gmt	2024-01-24 16:03:54.106	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-05 21:52:51.480
https://cfde-drc.s3.amazonaws.com/LINCS/C2M2/2024-02-01/LINCS_C2M2_2023-09-18_datapackage.zip	2024-02-01 18:45:49.239	True		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	True	False	True	2024-02-05 21:52:51.480
https://https://s3.amazonaws.com/cfde-drc/Metabolomics/C2M2/2023-12-13/MW_C2M2_2023-09-08_datapackage.zip	2023-12-13 20:28:12.282	False		089d8d63-3364-526f-9706-80d62d0ec88c	False	False	True	2024-02-05 21:52:51.480
https://data.sennetconsortium.org/	2024-06-10 18:57:15.223	True		dd66e8a5-0e05-5a43-a0ca-18cc3698bb36	True	True	False	2024-06-10 18:57:15.223
https://github.com/nih-cfde/LINCS-metadata/blob/main/scripts/process_mcf10a_cm2.py	2024-02-06 23:15:14.695	False		f3f490cf-fd69-579c-8ea3-472c7cf3fb59	False	False	True	2024-02-06 23:15:14.695
https://genboree.org/cfde-gene-dev/ui/api-docs	2022-08-30 00:00:00.000	True		f65babf7-2875-5725-9635-210d654533f1	True	False	False	2022-08-30 00:00:00.000
https://data.sennetconsortium.org/ccf-eui	2024-06-10 19:15:04.416	True		dd66e8a5-0e05-5a43-a0ca-18cc3698bb36	True	True	False	2024-06-10 19:15:04.416
https://entity.api.sennetconsortium.org	2024-06-10 19:07:51.391	True		dd66e8a5-0e05-5a43-a0ca-18cc3698bb36	True	True	False	2024-06-10 19:07:51.391
https://search.api.sennetconsortium.org	2024-06-10 19:05:52.698	True		dd66e8a5-0e05-5a43-a0ca-18cc3698bb36	True	True	False	2024-06-10 19:05:52.698
https://cfde-drc.s3.amazonaws.com/GlyGen/C2M2/2023-01-06/GlyGen_C2M2_2023-01-06_datapackage.zip	2023-01-06 00:00:00.000	False		e31052b0-ac50-5ede-9828-698ff3610427	True	True	False	2023-01-06 00:00:00.000
https://portal.hubmapconsortium.org/	2024-06-10 18:54:19.353	True		803ad44d-e7a2-550a-95c6-57855bf06be8	True	True	False	2024-06-10 18:54:19.353
